,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Report.Status,Publication.Date
76835,20150625X72945,Accident,GAA15CA137,2015-06-25,"Charles City, IA",United States,043421N,0923639W,Non-Fatal,Substantial,Airplane,N5152P,PIPER,PA 24,No,1.0,Reciprocating,091,CELEBRATIONS AVIATION LLC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's inadequate pre-flight fuel planning resulting in fuel exhaustion and a collision with terrain.,2020-09-25
76839,20150629X94923,Accident,GAA15CA140,2015-06-25,"Traverse City, MI",United States,444435N,0853516W,Non-Fatal,Substantial,Airplane,N195NW,CESSNA,172 - S,No,1.0,Reciprocating,091,Northwestern Michigan College,0.0,0.0,0.0,Visual Meteorological Conditions,"The student pilot's failure to maintain pitch control during the landing, resulting in a hard landing.",2020-09-25
76840,20150701X93948,Accident,GAA15CA154,2015-06-25,"Eagle Lake, TX",United States,029377N,0962439W,Non-Fatal,Substantial,Helicopter,N842SH,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,SILVER STAR HELICOPTERS LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to secure the iPad during flight, resulting in an inadvertent cyclic input, and collision with terrain.",2020-09-25
76842,20150629X94226,Accident,GAA15CA139,2015-06-26,"Quincy, WA",United States,471042N,1195230W,Non-Fatal,Substantial,Airplane,N70WG,RANDALL W GRANDPRE,CH-701 ZENITH,Yes,1.0,Reciprocating,091,GRANDPRE RANDALL W,0.0,1.0,0.0,Visual Meteorological Conditions,"The pilot's inadequate selection of a take-off area, resulting in a collision with obstacles and a loss of directional control.",2020-09-25
76844,20150707X25224,Accident,GAA15CA160,2015-06-26,"Anacortes, WA",United States,482955N,1223945W,Non-Fatal,Substantial,Airplane,N28437,SILVAIRE,LUSCOMBE 8A,No,1.0,Reciprocating,091,Steve McLean and Lyle E. Mooney,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's excessive brake application during the landing roll resulting in a nose over.,2020-09-25
76845,20150708X75313,Accident,GAA15CA166,2015-06-26,"Gainesville, MO",United States,363650N,0922359W,Non-Fatal,Substantial,Airplane,N750AF,BRYAN JERRY R,CH750,Yes,1.0,Reciprocating,091,BRYAN JERRY R,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's perception that the airplane was not climbing normally, which precipitated an aborted landing with insufficient runway remaining to stop the airplane safely.",2020-09-25
76848,20150629X10505,Accident,ANC15CA042,2015-06-27,"Anchorage, AK",United States,611255N,1495020W,Non-Fatal,Substantial,Airplane,N756BW,CESSNA,U206G,No,1.0,Reciprocating,135,Lake and Pen Air,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's improper recovery from a bounced landing, and his failure to maintain directional control.",2020-09-25
76851,20150630X92516,Accident,GAA15CA148,2015-06-27,"West Mifflin, PA",United States,402114N,0795528W,Non-Fatal,Substantial,Airplane,N93TK,MOONEY,M20R,No,1.0,Reciprocating,091,Elizabeth C Tyler-Kabara,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain pitch control during landing, which resulted in a bounce and loss of control during landing, followed by a runway excursion, and collision with terrain during an attempt to abort the landing.",2020-09-25
76854,20150629X22701,Accident,GAA15CA144,2015-06-28,"Williston, ND",United States,481027N,1033758W,Non-Fatal,Substantial,Airplane,N8723,BELLANCA,7GCBC,No,1.0,Reciprocating,091,Thomas T. Ritter,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control, which resulted in a runway excursion, and a collision with runway marking signs.",2020-09-25
76855,20150629X60341,Accident,GAA15CA145,2015-06-28,"Idaho Falls, ID",United States,043311N,0112412W,Non-Fatal,Substantial,Airplane,N114H,BEECH,D17S,No,1.0,Reciprocating,091,HOFF ROBERT A,0.0,0.0,0.0,Visual Meteorological Conditions,"While taxiing as a flight of two, the pilot of the blue Beechcraft became distracted and impacted the red Beechcraft which had stopped.",2020-09-25
76856,20150629X64512,Accident,GAA15CA146,2015-06-28,"Huntsville, AL",United States,345134N,0863327W,Non-Fatal,Substantial,Airplane,N19337,CESSNA,150L,No,1.0,Reciprocating,091,AERO QUEST LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain pitch control during the landing touchdown, resulting in a porpoise, and firewall damage.",2020-09-25
76857,20150630X34507,Accident,GAA15CA149,2015-06-28,"Novato, CA",United States,038837N,1223322W,Non-Fatal,Substantial,Airplane,N9069J,PIPER,PA 28-180,No,1.0,Reciprocating,091,RMG PARTNERS CORP,0.0,2.0,0.0,Visual Meteorological Conditions,"The pilot's improper pitch control which resulted in a bounced landing, runway excursion, and collision with terrain.",2020-09-25
76858,20150702X05414,Accident,CEN15LA288,2015-06-28,"South Timbalier 127,",United States,284122N,0901956W,Non-Fatal,Substantial,Helicopter,N311RL,BELL,407 - NO SERIES,No,1.0,Turbo Shaft,135,ROTORCRAFT LEASING COMPANY L L C,0.0,0.0,1.0,Visual Meteorological Conditions,"The pilot's lack of awareness of the severity of the gusting winds, which led to the helicopter being pushed off of the oil platform by a wind gust during engine start. Contributing to the accident was the unavailability of a nearby weather monitoring system.",2020-09-25
76859,20150707X14509,Accident,CEN15LA297,2015-06-28,"Galveston, TX",United States,291555N,0945137W,Non-Fatal,Substantial,Airplane,N94MC,PIPER,PA 25-235,No,1.0,Reciprocating,091,Nighthawk Aerial Advertising,0.0,0.0,1.0,Visual Meteorological Conditions,The loss of engine power due to a failure of a crankshaft idler gear shaft.,2020-09-25
76862,20150629X71354,Accident,GAA15CA147,2015-06-29,"Kailua-Kona, HI",United States,194120N,1555152W,Non-Fatal,Substantial,Helicopter,N227FT,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,HAWAII PACIFIC AVIATION,0.0,2.0,0.0,Visual Meteorological Conditions,"The flight instructor's decision to conduct a high altitude pinnacle landing without adequate power, which resulted in the helicopter impacting terrain during the approach. Contributing to the accident was the density altitude at the high altitude pinnacle landing site.",2020-09-25
76864,20150706X40903,Accident,ANC15CA045,2015-06-29,"Palmer, AK",United States,611835N,1483148W,Non-Fatal,Substantial,Airplane,N808GJ,JOHNSON GARY,PA 18 SUPER CUB KIT,Yes,1.0,Reciprocating,091,JOHNSON GARY D,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's excessive use of brakes during the landing roll resulting in a nose over.,2020-09-25
76865,20150706X84840,Accident,GAA15CA158,2015-06-29,"Blanding, UT",United States,037350N,0109290W,Non-Fatal,Substantial,Airplane,N2181X,CESSNA,337,No,2.0,Reciprocating,091,William E. Miller,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's selection of a departure runway of inadequate length for the density altitude, resulting in the airplane not gaining sufficient lift, departing the runway, and impacting terrain.",2020-09-25
76870,20150630X71019,Accident,WPR15LA202,2015-06-30,"Kapolei, HI",United States,211826N,0158413W,Non-Fatal,Substantial,Airplane,N221LM,SHORT BROS,SD3 60,No,2.0,Turbo Prop,091,TRANS EXECUTIVE AIRLINES OF HAWAII,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots failure to extend the landing gear before landing. Contributing to the accident was the pilots failure to complete the Before Landing checklist.,2020-09-25
76872,20150701X21125,Accident,WPR15LA203,2015-06-30,"Salt Lake City, UT",United States,404711N,1115824W,Non-Fatal,Substantial,Airplane,N6199D,BEECH,C 99,No,2.0,Turbo Prop,135,AMERIFLIGHT LLC,0.0,0.0,0.0,Visual Meteorological Conditions,The airplanes unmanageable right yaw during takeoff for reasons that could not be determined because postaccident examination of the rudder and rudder assembly did not reveal any anomalies that would have precluded normal operation.,2020-09-25
76879,20150703X91507,Accident,ERA15LA257,2015-07-01,"Galax Hillsville, VA",United States,364621N,0804917W,Non-Fatal,Substantial,Airplane,N43503,PIPER,PA28,No,1.0,Reciprocating,091,"KEMPFER, ROGER L",0.0,1.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain adequate airspeed while turning onto the final approach leg of the traffic pattern, which led to the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",2020-09-25
76880,20150708X94019,Accident,GAA15CA168,2015-07-01,"Saratoga, WY",United States,412645N,1064915W,Non-Fatal,Substantial,Airplane,N60691,CESSNA,A188B,No,1.0,Reciprocating,137,Circle S Aviation,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion, and a ground loop.",2020-09-25
76881,20150702X24434,Accident,WPR15FA205,2015-07-02,"Newberg, OR",United States,451945N,0123411W,Fatal,Destroyed,Helicopter,N2096W,SCHWEIZER,269C,No,1.0,Reciprocating,091,"Precision Aviation Training, LLC",2.0,0.0,0.0,Visual Meteorological Conditions,"The loss of translation/rotational power between the engine and the transmission due to the severe wear of the forward spline portion of the lower coupling drive shaft. The reason for the severe wear of the forward spline could not be definitively determined due to fire damage and the loss of associated components, which were not located during the investigation.",2020-09-25
76883,20150706X41332,Accident,CEN15LA294,2015-07-02,"Louisburg, KS",United States,383345N,0943731W,Non-Fatal,Substantial,Airplane,N44SN,BOEING,A75N1 (PT17),No,1.0,Reciprocating,091,James W. Miller,0.0,0.0,0.0,Visual Meteorological Conditions,A partial loss of engine power for reasons that could not be determined during postaccident examinations.,2020-09-25
76884,20150706X63628,Accident,GAA15CA157,2015-07-02,"Provo, UT",United States,401444N,1113951W,Non-Fatal,Substantial,Balloon,N7148P,BALLOON WORKS,FIREFLY8 - 24,No,1.0,None,091,BALLOONS WEST INC,0.0,1.0,0.0,Visual Meteorological Conditions,"**This report was modified on 4/21/2016. Please see the public docket for this accident for more information.**

The failure of the Balony balloon pilot to see and avoid the Balloon Works balloon during an ascent, which resulted in the basket of the Balony balloon colliding vertically with the envelope of the Balloon Works balloon.",2020-09-25
76886,20150709X34206,Accident,GAA15CA170,2015-07-02,"Oak Island, NC",United States,335559N,0078417W,Non-Fatal,Substantial,Airplane,N2080Q,CESSNA,T182T,No,1.0,Reciprocating,091,Aviation Adventures,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's improper level off and flare, which resulted in a bounced landing and firewall damage.",2020-09-25
76887,20150723X10513,Accident,GAA15CA196,2015-07-02,"Forest City, SD",United States,004501N,1001649W,Non-Fatal,Substantial,Helicopter,N824DK,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,WARNER FARM CORP.,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to monitor the flight environment for adequate terrain/obstacle clearance during takeoff, which resulted in the inflight collision with power transmission line wires.",2020-09-25
76888,20150703X00859,Accident,CEN15MA290,2015-07-03,"Frisco, CO",United States,039347N,0106446W,Fatal,Destroyed,Helicopter,N390LG,AIRBUS HELICOPTERS INC,AS350B3E,No,1.0,Turbo Shaft,135,AIR METHODS CORP,1.0,0.0,2.0,Visual Meteorological Conditions,"Airbus Helicopters' dual-hydraulic AS350 B3e helicopter's (1) preflight hydraulic check, which depleted hydraulic pressure in the tail rotor hydraulic circuit, and (2) lack of salient alerting to the pilot that hydraulic pressure was not restored before takeoff. Such alerting might have cued the pilot to his failure to reset the yaw servo hydraulic switch to its correct position during the preflight hydraulic check, which resulted in a lack of hydraulic boost to the pedal controls, high pedal forces, and a subsequent loss of control after takeoff. Contributing to the accident was the pilot's failure to perform a hover check after liftoff, which would have alerted him to the pedal control anomaly at an altitude that could have allowed him to safely land the helicopter. Contributing to the severity of the injuries was the helicopter's fuel system, which was not crash resistant and facilitated a fuel-fed postcrash fire.",2021-06-15
76890,20150703X93830,Accident,CEN15FA289,2015-07-03,"Bartlett, IL",United States,415745N,0088107W,Fatal,Destroyed,Airplane,N62681,CESSNA,172P,No,1.0,Reciprocating,091,FOX FLYING CLUB INC,1.0,0.0,0.0,Visual Meteorological Conditions,"The pilots loss of airplane control for reasons that could not be determined because an examination of the airplane did not reveal any preimpact abnormalities. ",2020-09-25
76892,20150707X72048,Accident,GAA15CA162,2015-07-03,"Lubbock, TX",United States,333914N,1014944W,Non-Fatal,Substantial,Airplane,N6326J,CESSNA,172N,No,1.0,Reciprocating,091,HUB CITY AVIATION INC,0.0,0.0,0.0,Visual Meteorological Conditions,The student pilot's improper flare during landing which resulted in abnormal runway contact and damage to the firewall.,2020-09-25
76896,20150722X52014,Accident,CEN15CA312,2015-07-03,"Somerset, CO",United States,385920N,1072054W,Non-Fatal,Substantial,Helicopter,N974BR,EUROCOPTER,EC 130 B4,No,1.0,Turbo Shaft,135,JAYHAWK INC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's decision to fly at a low altitude when he was aware that there were wires in the area which resulted in the helicopter contacting a wire.,2020-09-25
76902,20150716X23930,Accident,GAA15CA186,2015-07-04,"Arcadia, FL",United States,271144N,0815014W,Non-Fatal,Substantial,Airplane,N3274U,PIPER,J3C,No,1.0,Reciprocating,091,George A. Pertuit,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the landing, which resulted in a runway excursion and collision with terrain.",2020-09-25
76903,20150706X20035,Accident,CEN15CA293,2015-07-05,"Crawfordsville, IN",United States,395832N,0865511W,Non-Fatal,Substantial,Airplane,N625EH,CESSNA,A188B,No,1.0,Reciprocating,137,SWING WING INC,0.0,0.0,1.0,Visual Meteorological Conditions,The pilot's failure to maintain clearance from the powerline during an aerial application operations.,2020-09-25
76905,20150707X13004,Accident,CEN15LA296,2015-07-05,"Chico, TX",United States,331724N,0975010W,Non-Fatal,Substantial,Airplane,N257B,COLONIAL,C 1,No,1.0,Reciprocating,091,Harold D Love,0.0,0.0,1.0,Visual Meteorological Conditions,"A loss of engine power due to fuel exhaustion. Contributing to the accident was the unsnapped fuel bladder, which resulted in an inaccurate fuel quantity indication, and the pilot's inadequate preflight fuel planning, during which he relied solely on the fuel gauges to determine the amount of fuel on board.",2020-09-25
76911,20150709X73022,Accident,GAA15CA173,2015-07-06,"Athens, TN",United States,352414N,0843332W,Non-Fatal,Substantial,Airplane,N234CF,CESSNA,182,No,1.0,Reciprocating,091,"Crystal Air, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,"The failure of the taxiway surface due to a sink hole, which resulted in the right main landing gear sinking into terrain causing substantial damage to the fuselage.",2020-09-25
76912,20150707X05738,Accident,ERA15LA258,2015-07-07,"Oneonta, NY",United States,042380N,0007440W,Non-Fatal,Substantial,Airplane,N59024,CESSNA,T210L,No,1.0,Reciprocating,091,SCHOENE EDWARD C,0.0,0.0,1.0,Visual Meteorological Conditions,"The pilot's inadequate preflight inspection and fuel planning, which resulted in a total loss of engine power due to fuel starvation.",2020-09-25
76913,20150707X10125,Accident,CEN15LA298,2015-07-07,"Houston, TX",United States,295821N,0095274W,Non-Fatal,Substantial,Airplane,N422PB,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,AIRCCS LLC,0.0,2.0,0.0,Visual Meteorological Conditions,"Maintenance personnel's improper installation of the propeller governor, which resulted in damage to the governor drive gear and its subsequent failure and a subsequent loss of engine power.",2020-09-25
